ts,day,hour,sampled_at,window_start,window_end,getoond,bekeken,bewaard,ctr,save_rate,source
2026-08-11T09:00:00+02:00,2026-08-11,09:00,2026-08-11T08:50:00+02:00,,2026-08-11T08:50:00+02:00,500,100,3,0.2,0.03,vault-note
2026-08-11T10:00:00+02:00,2026-08-11,10:00,2026-08-11T09:50:00+02:00,2026-08-11T08:50:00+02:00,2026-08-11T09:50:00+02:00,1054,196,7,0.185958,0.035714,vault-note
2026-08-11T11:00:00+02:00,2026-08-11,11:00,2026-08-11T10:50:00+02:00,2026-08-11T09:50:00+02:00,2026-08-11T10:50:00+02:00,1548,281,9,0.181525,0.032028,vault-note
2026-08-11T12:00:00+02:00,2026-08-11,12:00,2026-08-11T11:50:00+02:00,2026-08-11T10:50:00+02:00,2026-08-11T11:50:00+02:00,1980,351,9,0.177273,0.025641,vault-note
2026-08-11T13:00:00+02:00,2026-08-11,13:00,2026-08-11T12:50:00+02:00,2026-08-11T11:50:00+02:00,2026-08-11T12:50:00+02:00,2297,390,11,0.169787,0.028205,vault-note
2026-08-11T14:00:00+02:00,2026-08-11,14:00,2026-08-11T13:50:00+02:00,2026-08-11T12:50:00+02:00,2026-08-11T13:50:00+02:00,2630,431,14,0.163878,0.032483,vault-note
2026-08-11T15:00:00+02:00,2026-08-11,15:00,2026-08-11T14:50:00+02:00,2026-08-11T13:50:00+02:00,2026-08-11T14:50:00+02:00,2918,473,15,0.162097,0.031712,vault-note
2026-08-11T16:00:00+02:00,2026-08-11,16:00,2026-08-11T15:50:00+02:00,2026-08-11T14:50:00+02:00,2026-08-11T15:50:00+02:00,3163,506,16,0.159975,0.031621,vault-note
2026-08-11T17:00:00+02:00,2026-08-11,17:00,2026-08-11T16:50:00+02:00,2026-08-11T15:50:00+02:00,2026-08-11T16:50:00+02:00,3393,531,16,0.156499,0.030132,vault-note
2026-08-11T18:00:00+02:00,2026-08-11,18:00,2026-08-11T17:50:00+02:00,2026-08-11T16:50:00+02:00,2026-08-11T17:50:00+02:00,3648,556,16,0.152412,0.028777,vault-note
2026-08-11T19:00:00+02:00,2026-08-11,19:00,2026-08-11T18:50:00+02:00,2026-08-11T17:50:00+02:00,2026-08-11T18:50:00+02:00,3894,589,18,0.151258,0.03056,vault-note
2026-08-11T20:00:00+02:00,2026-08-11,20:00,2026-08-11T19:50:00+02:00,2026-08-11T18:50:00+02:00,2026-08-11T19:50:00+02:00,4111,622,18,0.151301,0.028939,vault-note
2026-08-11T21:00:00+02:00,2026-08-11,21:00,2026-08-11T20:50:00+02:00,2026-08-11T19:50:00+02:00,2026-08-11T20:50:00+02:00,4348,652,18,0.149954,0.027607,vault-note
2026-08-11T22:00:00+02:00,2026-08-11,22:00,2026-08-11T21:50:00+02:00,2026-08-11T20:50:00+02:00,2026-08-11T21:50:00+02:00,4628,681,19,0.147148,0.0279,vault-note
2026-08-11T23:00:00+02:00,2026-08-11,23:00,2026-08-11T22:50:00+02:00,2026-08-11T21:50:00+02:00,2026-08-11T22:50:00+02:00,4861,717,19,0.147501,0.026499,vault-note
2026-08-12T00:00:00+02:00,2026-08-12,00:00,2026-08-11T23:50:03+02:00,2026-08-11T22:50:00+02:00,2026-08-11T23:50:03+02:00,4861,717,19,0.147501,0.026499,auto headless Playwright
2026-08-12T01:00:00+02:00,2026-08-12,01:00,2026-08-12T00:50:04+02:00,2026-08-11T23:50:03+02:00,2026-08-12T00:50:04+02:00,4861,717,19,0.147501,0.026499,auto headless Playwright
2026-08-12T02:00:00+02:00,2026-08-12,02:00,2026-08-12T01:50:03+02:00,2026-08-12T00:50:04+02:00,2026-08-12T01:50:03+02:00,4861,717,19,0.147501,0.026499,auto headless Playwright
2026-08-12T03:00:00+02:00,2026-08-12,03:00,2026-08-12T02:50:05+02:00,2026-08-12T01:50:03+02:00,2026-08-12T02:50:05+02:00,4861,717,19,0.147501,0.026499,auto headless Playwright
2026-08-12T04:00:00+02:00,2026-08-12,04:00,2026-08-12T03:50:01+02:00,2026-08-12T02:50:05+02:00,2026-08-12T03:50:01+02:00,4861,717,19,0.147501,0.026499,auto headless Playwright
2026-08-12T05:00:00+02:00,2026-08-12,05:00,2026-08-12T04:50:04+02:00,2026-08-12T03:50:01+02:00,2026-08-12T04:50:04+02:00,4861,717,19,0.147501,0.026499,auto headless Playwright
2026-08-12T06:00:00+02:00,2026-08-12,06:00,2026-08-12T05:50:05+02:00,2026-08-12T04:50:04+02:00,2026-08-12T05:50:05+02:00,5694,825,21,0.144889,0.025455,auto headless Playwright
2026-08-12T07:00:00+02:00,2026-08-12,07:00,2026-08-12T06:50:03+02:00,2026-08-12T05:50:05+02:00,2026-08-12T06:50:03+02:00,5636,819,20,0.145316,0.02442,auto headless Playwright
2026-08-12T08:00:00+02:00,2026-08-12,08:00,2026-08-12T07:50:05+02:00,2026-08-12T06:50:03+02:00,2026-08-12T07:50:05+02:00,5660,822,20,0.14523,0.024331,auto headless Playwright
2026-08-12T09:00:00+02:00,2026-08-12,09:00,2026-08-12T08:50:03+02:00,2026-08-12T07:50:05+02:00,2026-08-12T08:50:03+02:00,5725,830,20,0.144978,0.024096,auto headless Playwright
2026-08-12T10:00:00+02:00,2026-08-12,10:00,2026-08-12T09:50:00+02:00,2026-08-12T08:50:03+02:00,2026-08-12T09:50:00+02:00,5787,835,20,0.144289,0.023952,auto headless Playwright
2026-08-12T11:00:00+02:00,2026-08-12,11:00,2026-08-12T10:50:04+02:00,2026-08-12T09:50:00+02:00,2026-08-12T10:50:04+02:00,5921,853,20,0.144064,0.023447,auto headless Playwright
2026-08-12T12:00:00+02:00,2026-08-12,12:00,2026-08-12T11:50:05+02:00,2026-08-12T10:50:04+02:00,2026-08-12T11:50:05+02:00,6063,869,20,0.143328,0.023015,auto headless Playwright
2026-08-12T13:00:00+02:00,2026-08-12,13:00,2026-08-12T12:50:05+02:00,2026-08-12T11:50:05+02:00,2026-08-12T12:50:05+02:00,6145,876,21,0.142555,0.023973,auto headless Playwright
2026-08-12T14:00:00+02:00,2026-08-12,14:00,2026-08-12T13:50:02+02:00,2026-08-12T12:50:05+02:00,2026-08-12T13:50:02+02:00,6246,888,21,0.142171,0.023649,auto headless Playwright
2026-08-12T15:00:00+02:00,2026-08-12,15:00,2026-08-12T14:50:03+02:00,2026-08-12T13:50:02+02:00,2026-08-12T14:50:03+02:00,6339,901,21,0.142136,0.023307,auto headless Playwright
2026-08-12T16:00:00+02:00,2026-08-12,16:00,2026-08-12T15:50:04+02:00,2026-08-12T14:50:03+02:00,2026-08-12T15:50:04+02:00,6430,914,21,0.142146,0.022976,auto headless Playwright
2026-08-12T17:00:00+02:00,2026-08-12,17:00,2026-08-12T16:50:05+02:00,2026-08-12T15:50:04+02:00,2026-08-12T16:50:05+02:00,6528,922,21,0.141238,0.022777,auto headless Playwright
2026-08-12T18:00:00+02:00,2026-08-12,18:00,2026-08-12T17:50:05+02:00,2026-08-12T16:50:05+02:00,2026-08-12T17:50:05+02:00,6624,939,21,0.141757,0.022364,auto headless Playwright
2026-08-12T19:00:00+02:00,2026-08-12,19:00,2026-08-12T18:50:01+02:00,2026-08-12T17:50:05+02:00,2026-08-12T18:50:01+02:00,6705,954,21,0.142282,0.022013,auto headless Playwright
2026-08-12T20:00:00+02:00,2026-08-12,20:00,2026-08-12T19:50:03+02:00,2026-08-12T18:50:01+02:00,2026-08-12T19:50:03+02:00,6783,963,21,0.141973,0.021807,auto headless Playwright
2026-08-12T21:00:00+02:00,2026-08-12,21:00,2026-08-12T20:50:04+02:00,2026-08-12T19:50:03+02:00,2026-08-12T20:50:04+02:00,6863,976,21,0.142212,0.021516,auto headless Playwright
2026-08-12T22:00:00+02:00,2026-08-12,22:00,2026-08-12T21:50:04+02:00,2026-08-12T20:50:04+02:00,2026-08-12T21:50:04+02:00,6934,988,21,0.142486,0.021255,auto headless Playwright
2026-08-12T23:00:00+02:00,2026-08-12,23:00,2026-08-12T22:50:04+02:00,2026-08-12T21:50:04+02:00,2026-08-12T22:50:04+02:00,7024,1001,21,0.142511,0.020979,auto headless Playwright
2026-08-13T00:00:00+02:00,2026-08-13,00:00,2026-08-12T23:50:05+02:00,2026-08-12T22:50:04+02:00,2026-08-12T23:50:05+02:00,7024,1001,21,0.142511,0.020979,auto headless Playwright
2026-08-13T01:00:00+02:00,2026-08-13,01:00,2026-08-13T00:50:04+02:00,2026-08-12T23:50:05+02:00,2026-08-13T00:50:04+02:00,7024,1001,21,0.142511,0.020979,auto headless Playwright
2026-08-13T02:00:00+02:00,2026-08-13,02:00,2026-08-13T01:50:03+02:00,2026-08-13T00:50:04+02:00,2026-08-13T01:50:03+02:00,7024,1001,21,0.142511,0.020979,auto headless Playwright
2026-08-13T03:00:00+02:00,2026-08-13,03:00,2026-08-13T02:50:04+02:00,2026-08-13T01:50:03+02:00,2026-08-13T02:50:04+02:00,7024,1001,21,0.142511,0.020979,auto headless Playwright
2026-08-13T04:00:00+02:00,2026-08-13,04:00,2026-08-13T03:50:03+02:00,2026-08-13T02:50:04+02:00,2026-08-13T03:50:03+02:00,7024,1001,21,0.142511,0.020979,auto headless Playwright
2026-08-13T05:00:00+02:00,2026-08-13,05:00,2026-08-13T04:50:03+02:00,2026-08-13T03:50:03+02:00,2026-08-13T04:50:03+02:00,7024,1001,21,0.142511,0.020979,auto headless Playwright
2026-08-13T06:00:00+02:00,2026-08-13,06:00,2026-08-13T05:50:04+02:00,2026-08-13T04:50:03+02:00,2026-08-13T05:50:04+02:00,7414,1046,22,0.141084,0.021033,auto headless Playwright
2026-08-13T07:00:00+02:00,2026-08-13,07:00,2026-08-13T06:50:03+02:00,2026-08-13T05:50:04+02:00,2026-08-13T06:50:03+02:00,7386,1045,22,0.141484,0.021053,auto headless Playwright
2026-08-13T08:00:00+02:00,2026-08-13,08:00,2026-08-13T07:50:04+02:00,2026-08-13T06:50:03+02:00,2026-08-13T07:50:04+02:00,7406,1047,22,0.141372,0.021012,auto headless Playwright
2026-08-13T09:00:00+02:00,2026-08-13,09:00,2026-08-13T08:50:01+02:00,2026-08-13T07:50:04+02:00,2026-08-13T08:50:01+02:00,7457,1052,22,0.141075,0.020913,auto headless Playwright
2026-08-13T10:00:00+02:00,2026-08-13,10:00,2026-08-13T09:50:04+02:00,2026-08-13T08:50:01+02:00,2026-08-13T09:50:04+02:00,7536,1058,22,0.140393,0.020794,auto headless Playwright
2026-08-13T11:00:00+02:00,2026-08-13,11:00,2026-08-13T10:50:04+02:00,2026-08-13T09:50:04+02:00,2026-08-13T10:50:04+02:00,7652,1067,23,0.139441,0.021556,auto headless Playwright
2026-08-13T12:00:00+02:00,2026-08-13,12:00,2026-08-13T11:50:03+02:00,2026-08-13T10:50:04+02:00,2026-08-13T11:50:03+02:00,7709,1074,23,0.139318,0.021415,auto headless Playwright
2026-08-13T13:00:00+02:00,2026-08-13,13:00,2026-08-13T12:50:00+02:00,2026-08-13T11:50:03+02:00,2026-08-13T12:50:00+02:00,7791,1085,23,0.139263,0.021198,auto headless Playwright
2026-08-13T14:00:00+02:00,2026-08-13,14:00,2026-08-13T13:50:05+02:00,2026-08-13T12:50:00+02:00,2026-08-13T13:50:05+02:00,7868,1092,23,0.13879,0.021062,auto headless Playwright
2026-08-13T15:00:00+02:00,2026-08-13,15:00,2026-08-13T14:50:03+02:00,2026-08-13T13:50:05+02:00,2026-08-13T14:50:03+02:00,7922,1095,23,0.138223,0.021005,auto headless Playwright
2026-08-13T16:00:00+02:00,2026-08-13,16:00,2026-08-13T15:50:05+02:00,2026-08-13T14:50:03+02:00,2026-08-13T15:50:05+02:00,8002,1103,23,0.137841,0.020852,auto headless Playwright
2026-08-13T17:00:00+02:00,2026-08-13,17:00,2026-08-13T16:50:04+02:00,2026-08-13T15:50:05+02:00,2026-08-13T16:50:04+02:00,8079,1109,23,0.137269,0.020739,auto headless Playwright
2026-08-13T18:00:00+02:00,2026-08-13,18:00,2026-08-13T17:50:01+02:00,2026-08-13T16:50:04+02:00,2026-08-13T17:50:01+02:00,8175,1117,23,0.136636,0.020591,auto headless Playwright
2026-08-13T19:00:00+02:00,2026-08-13,19:00,2026-08-13T18:50:01+02:00,2026-08-13T17:50:01+02:00,2026-08-13T18:50:01+02:00,8272,1132,23,0.136847,0.020318,auto headless Playwright
2026-08-13T20:00:00+02:00,2026-08-13,20:00,2026-08-13T19:50:04+02:00,2026-08-13T18:50:01+02:00,2026-08-13T19:50:04+02:00,8318,1137,23,0.136692,0.020229,auto headless Playwright
2026-08-13T21:00:00+02:00,2026-08-13,21:00,2026-08-13T20:50:01+02:00,2026-08-13T19:50:04+02:00,2026-08-13T20:50:01+02:00,8414,1151,23,0.136796,0.019983,auto headless Playwright
2026-08-13T22:00:00+02:00,2026-08-13,22:00,2026-08-13T21:50:02+02:00,2026-08-13T20:50:01+02:00,2026-08-13T21:50:02+02:00,8483,1161,23,0.136862,0.019811,auto headless Playwright
2026-08-13T23:00:00+02:00,2026-08-13,23:00,2026-08-13T22:50:05+02:00,2026-08-13T21:50:02+02:00,2026-08-13T22:50:05+02:00,8568,1171,24,0.136671,0.020495,auto headless Playwright
2026-08-14T00:00:00+02:00,2026-08-14,00:00,2026-08-13T23:50:05+02:00,2026-08-13T22:50:05+02:00,2026-08-13T23:50:05+02:00,8568,1171,24,0.136671,0.020495,auto headless Playwright
2026-08-14T01:00:00+02:00,2026-08-14,01:00,2026-08-14T00:50:05+02:00,2026-08-13T23:50:05+02:00,2026-08-14T00:50:05+02:00,8568,1171,24,0.136671,0.020495,auto headless Playwright
2026-08-14T02:00:00+02:00,2026-08-14,02:00,2026-08-14T01:50:00+02:00,2026-08-14T00:50:05+02:00,2026-08-14T01:50:00+02:00,8568,1171,24,0.136671,0.020495,auto headless Playwright
2026-08-14T03:00:00+02:00,2026-08-14,03:00,2026-08-14T02:50:05+02:00,2026-08-14T01:50:00+02:00,2026-08-14T02:50:05+02:00,8568,1171,24,0.136671,0.020495,auto headless Playwright
2026-08-14T04:00:00+02:00,2026-08-14,04:00,2026-08-14T03:50:03+02:00,2026-08-14T02:50:05+02:00,2026-08-14T03:50:03+02:00,8568,1171,24,0.136671,0.020495,auto headless Playwright
2026-08-14T05:00:00+02:00,2026-08-14,05:00,2026-08-14T04:50:05+02:00,2026-08-14T03:50:03+02:00,2026-08-14T04:50:05+02:00,8568,1171,24,0.136671,0.020495,auto headless Playwright
2026-08-14T06:00:00+02:00,2026-08-14,06:00,2026-08-14T05:50:05+02:00,2026-08-14T04:50:05+02:00,2026-08-14T05:50:05+02:00,8865,1203,25,0.135702,0.020781,auto headless Playwright
2026-08-14T07:00:00+02:00,2026-08-14,07:00,2026-08-14T06:50:05+02:00,2026-08-14T05:50:05+02:00,2026-08-14T06:50:05+02:00,8845,1202,25,0.135896,0.020799,auto headless Playwright
2026-08-14T08:00:00+02:00,2026-08-14,08:00,2026-08-14T07:50:03+02:00,2026-08-14T06:50:05+02:00,2026-08-14T07:50:03+02:00,8857,1203,25,0.135825,0.020781,auto headless Playwright
2026-08-14T09:00:00+02:00,2026-08-14,09:00,2026-08-14T08:50:02+02:00,2026-08-14T07:50:03+02:00,2026-08-14T08:50:02+02:00,8883,1206,25,0.135765,0.02073,auto headless Playwright
2026-08-14T10:00:00+02:00,2026-08-14,10:00,2026-08-14T09:50:06+02:00,2026-08-14T08:50:02+02:00,2026-08-14T09:50:06+02:00,8931,1212,25,0.135707,0.020627,auto headless Playwright
2026-08-14T11:00:00+02:00,2026-08-14,11:00,2026-08-14T10:50:05+02:00,2026-08-14T09:50:06+02:00,2026-08-14T10:50:05+02:00,8977,1213,25,0.135123,0.02061,auto headless Playwright
2026-08-14T12:00:00+02:00,2026-08-14,12:00,2026-08-14T11:50:05+02:00,2026-08-14T10:50:05+02:00,2026-08-14T11:50:05+02:00,9036,1218,25,0.134794,0.020525,auto headless Playwright
2026-08-14T13:00:00+02:00,2026-08-14,13:00,2026-08-14T12:50:02+02:00,2026-08-14T11:50:05+02:00,2026-08-14T12:50:02+02:00,9072,1218,25,0.134259,0.020525,auto headless Playwright
2026-08-14T14:00:00+02:00,2026-08-14,14:00,2026-08-14T13:50:05+02:00,2026-08-14T12:50:02+02:00,2026-08-14T13:50:05+02:00,9122,1225,25,0.134291,0.020408,auto headless Playwright
2026-08-14T15:00:00+02:00,2026-08-14,15:00,2026-08-14T14:50:01+02:00,2026-08-14T13:50:05+02:00,2026-08-14T14:50:01+02:00,9175,1231,25,0.134169,0.020309,auto headless Playwright
2026-08-14T16:00:00+02:00,2026-08-14,16:00,2026-08-14T15:50:04+02:00,2026-08-14T14:50:01+02:00,2026-08-14T15:50:04+02:00,9243,1237,25,0.133831,0.02021,auto headless Playwright
2026-08-14T17:00:00+02:00,2026-08-14,17:00,2026-08-14T16:50:02+02:00,2026-08-14T15:50:04+02:00,2026-08-14T16:50:02+02:00,9310,1239,25,0.133083,0.020178,auto headless Playwright
2026-08-14T18:00:00+02:00,2026-08-14,18:00,2026-08-14T17:50:03+02:00,2026-08-14T16:50:02+02:00,2026-08-14T17:50:03+02:00,9356,1243,25,0.132856,0.020113,auto headless Playwright
2026-08-14T19:00:00+02:00,2026-08-14,19:00,2026-08-14T18:50:00+02:00,2026-08-14T17:50:03+02:00,2026-08-14T18:50:00+02:00,9410,1249,25,0.132731,0.020016,auto headless Playwright
2026-08-14T20:00:00+02:00,2026-08-14,20:00,2026-08-14T19:50:04+02:00,2026-08-14T18:50:00+02:00,2026-08-14T19:50:04+02:00,9439,1250,25,0.132429,0.02,auto headless Playwright
2026-08-14T21:00:00+02:00,2026-08-14,21:00,2026-08-14T20:50:04+02:00,2026-08-14T19:50:04+02:00,2026-08-14T20:50:04+02:00,9531,1254,25,0.131571,0.019936,auto headless Playwright
2026-08-14T22:00:00+02:00,2026-08-14,22:00,2026-08-14T21:50:04+02:00,2026-08-14T20:50:04+02:00,2026-08-14T21:50:04+02:00,9602,1266,25,0.131848,0.019747,auto headless Playwright
2026-08-14T23:00:00+02:00,2026-08-14,23:00,2026-08-14T22:50:04+02:00,2026-08-14T21:50:04+02:00,2026-08-14T22:50:04+02:00,9638,1269,25,0.131666,0.019701,auto headless Playwright
2026-08-15T00:00:00+02:00,2026-08-15,00:00,2026-08-14T23:50:05+02:00,2026-08-14T22:50:04+02:00,2026-08-14T23:50:05+02:00,9638,1269,25,0.131666,0.019701,auto headless Playwright
2026-08-15T01:00:00+02:00,2026-08-15,01:00,2026-08-15T00:50:05+02:00,2026-08-14T23:50:05+02:00,2026-08-15T00:50:05+02:00,9638,1269,25,0.131666,0.019701,auto headless Playwright
2026-08-15T02:00:00+02:00,2026-08-15,02:00,2026-08-15T01:50:02+02:00,2026-08-15T00:50:05+02:00,2026-08-15T01:50:02+02:00,9638,1269,25,0.131666,0.019701,auto headless Playwright
2026-08-15T03:00:00+02:00,2026-08-15,03:00,2026-08-15T02:50:04+02:00,2026-08-15T01:50:02+02:00,2026-08-15T02:50:04+02:00,9638,1269,25,0.131666,0.019701,auto headless Playwright
2026-08-15T04:00:00+02:00,2026-08-15,04:00,2026-08-15T03:50:04+02:00,2026-08-15T02:50:04+02:00,2026-08-15T03:50:04+02:00,9638,1269,25,0.131666,0.019701,auto headless Playwright
2026-08-15T05:00:00+02:00,2026-08-15,05:00,2026-08-15T04:50:04+02:00,2026-08-15T03:50:04+02:00,2026-08-15T04:50:04+02:00,9638,1269,25,0.131666,0.019701,auto headless Playwright
2026-08-15T06:00:00+02:00,2026-08-15,06:00,2026-08-15T05:50:04+02:00,2026-08-15T04:50:04+02:00,2026-08-15T05:50:04+02:00,9654,1246,24,0.129066,0.019262,auto headless Playwright
2026-08-15T07:00:00+02:00,2026-08-15,07:00,2026-08-15T06:50:04+02:00,2026-08-15T05:50:04+02:00,2026-08-15T06:50:04+02:00,9614,1243,24,0.129291,0.019308,auto headless Playwright
2026-08-15T08:00:00+02:00,2026-08-15,08:00,2026-08-15T07:50:01+02:00,2026-08-15T06:50:04+02:00,2026-08-15T07:50:01+02:00,9625,1244,24,0.129247,0.019293,auto headless Playwright
2026-08-15T09:00:00+02:00,2026-08-15,09:00,2026-08-15T08:50:03+02:00,2026-08-15T07:50:01+02:00,2026-08-15T08:50:03+02:00,9643,1244,24,0.129005,0.019293,auto headless Playwright
2026-08-15T10:00:00+02:00,2026-08-15,10:00,2026-08-15T09:50:03+02:00,2026-08-15T08:50:03+02:00,2026-08-15T09:50:03+02:00,9677,1245,24,0.128656,0.019277,auto headless Playwright
2026-08-15T11:00:00+02:00,2026-08-15,11:00,2026-08-15T10:50:02+02:00,2026-08-15T09:50:03+02:00,2026-08-15T10:50:02+02:00,9740,1250,24,0.128337,0.0192,auto headless Playwright
2026-08-15T12:00:00+02:00,2026-08-15,12:00,2026-08-15T11:50:01+02:00,2026-08-15T10:50:02+02:00,2026-08-15T11:50:01+02:00,9780,1253,24,0.128119,0.019154,auto headless Playwright
2026-08-15T13:00:00+02:00,2026-08-15,13:00,2026-08-15T12:50:01+02:00,2026-08-15T11:50:01+02:00,2026-08-15T12:50:01+02:00,9826,1253,24,0.127519,0.019154,auto headless Playwright
2026-08-15T14:00:00+02:00,2026-08-15,14:00,2026-08-15T13:50:04+02:00,2026-08-15T12:50:01+02:00,2026-08-15T13:50:04+02:00,9876,1258,24,0.12738,0.019078,auto headless Playwright
2026-08-15T15:00:00+02:00,2026-08-15,15:00,2026-08-15T14:50:04+02:00,2026-08-15T13:50:04+02:00,2026-08-15T14:50:04+02:00,9913,1263,24,0.127408,0.019002,auto headless Playwright
2026-08-15T16:00:00+02:00,2026-08-15,16:00,2026-08-15T15:50:04+02:00,2026-08-15T14:50:04+02:00,2026-08-15T15:50:04+02:00,9966,1265,24,0.126932,0.018972,auto headless Playwright
2026-08-15T17:00:00+02:00,2026-08-15,17:00,2026-08-15T16:50:04+02:00,2026-08-15T15:50:04+02:00,2026-08-15T16:50:04+02:00,10001,1267,24,0.126687,0.018942,auto headless Playwright
2026-08-15T18:00:00+02:00,2026-08-15,18:00,2026-08-15T17:50:04+02:00,2026-08-15T16:50:04+02:00,2026-08-15T17:50:04+02:00,10034,1269,24,0.12647,0.018913,auto headless Playwright
2026-08-15T19:00:00+02:00,2026-08-15,19:00,2026-08-15T18:50:03+02:00,2026-08-15T17:50:04+02:00,2026-08-15T18:50:03+02:00,10079,1271,24,0.126104,0.018883,auto headless Playwright
2026-08-15T20:00:00+02:00,2026-08-15,20:00,2026-08-15T19:50:05+02:00,2026-08-15T18:50:03+02:00,2026-08-15T19:50:05+02:00,10120,1274,24,0.125889,0.018838,auto headless Playwright
2026-08-15T21:00:00+02:00,2026-08-15,21:00,2026-08-15T20:50:04+02:00,2026-08-15T19:50:05+02:00,2026-08-15T20:50:04+02:00,10171,1277,24,0.125553,0.018794,auto headless Playwright
2026-08-15T22:00:00+02:00,2026-08-15,22:00,2026-08-15T21:50:03+02:00,2026-08-15T20:50:04+02:00,2026-08-15T21:50:03+02:00,10231,1279,24,0.125012,0.018765,auto headless Playwright
2026-08-15T23:00:00+02:00,2026-08-15,23:00,2026-08-15T22:50:05+02:00,2026-08-15T21:50:03+02:00,2026-08-15T22:50:05+02:00,10283,1285,25,0.124964,0.019455,auto headless Playwright
2026-08-16T00:00:00+02:00,2026-08-16,00:00,2026-08-15T23:50:04+02:00,2026-08-15T22:50:05+02:00,2026-08-15T23:50:04+02:00,10283,1285,25,0.124964,0.019455,auto headless Playwright
2026-08-16T01:00:00+02:00,2026-08-16,01:00,2026-08-16T00:50:05+02:00,2026-08-15T23:50:04+02:00,2026-08-16T00:50:05+02:00,10283,1285,25,0.124964,0.019455,auto headless Playwright
2026-08-16T02:00:00+02:00,2026-08-16,02:00,2026-08-16T01:50:04+02:00,2026-08-16T00:50:05+02:00,2026-08-16T01:50:04+02:00,10283,1285,25,0.124964,0.019455,auto headless Playwright
2026-08-16T03:00:00+02:00,2026-08-16,03:00,2026-08-16T02:50:05+02:00,2026-08-16T01:50:04+02:00,2026-08-16T02:50:05+02:00,10283,1285,25,0.124964,0.019455,auto headless Playwright
2026-08-16T04:00:00+02:00,2026-08-16,04:00,2026-08-16T03:50:05+02:00,2026-08-16T02:50:05+02:00,2026-08-16T03:50:05+02:00,10283,1285,25,0.124964,0.019455,auto headless Playwright
2026-08-16T05:00:00+02:00,2026-08-16,05:00,2026-08-16T04:50:03+02:00,2026-08-16T03:50:05+02:00,2026-08-16T04:50:03+02:00,10283,1285,25,0.124964,0.019455,auto headless Playwright
2026-08-16T06:00:00+02:00,2026-08-16,06:00,2026-08-16T05:50:05+02:00,2026-08-16T04:50:03+02:00,2026-08-16T05:50:05+02:00,10410,1293,24,0.124207,0.018561,auto headless Playwright
2026-08-16T07:00:00+02:00,2026-08-16,07:00,2026-08-16T06:50:03+02:00,2026-08-16T05:50:05+02:00,2026-08-16T06:50:03+02:00,10391,1294,24,0.124531,0.018547,auto headless Playwright
2026-08-16T08:00:00+02:00,2026-08-16,08:00,2026-08-16T07:50:01+02:00,2026-08-16T06:50:03+02:00,2026-08-16T07:50:01+02:00,10395,1294,24,0.124483,0.018547,auto headless Playwright
2026-08-16T09:00:00+02:00,2026-08-16,09:00,2026-08-16T08:50:05+02:00,2026-08-16T07:50:01+02:00,2026-08-16T08:50:05+02:00,10411,1298,24,0.124676,0.01849,auto headless Playwright
2026-08-16T10:00:00+02:00,2026-08-16,10:00,2026-08-16T09:50:03+02:00,2026-08-16T08:50:05+02:00,2026-08-16T09:50:03+02:00,10437,1299,24,0.124461,0.018476,auto headless Playwright
2026-08-16T11:00:00+02:00,2026-08-16,11:00,2026-08-16T10:50:03+02:00,2026-08-16T09:50:03+02:00,2026-08-16T10:50:03+02:00,10482,1305,24,0.124499,0.018391,auto headless Playwright
2026-08-16T12:00:00+02:00,2026-08-16,12:00,2026-08-16T11:50:04+02:00,2026-08-16T10:50:03+02:00,2026-08-16T11:50:04+02:00,10524,1307,24,0.124192,0.018363,auto headless Playwright
2026-08-16T13:00:00+02:00,2026-08-16,13:00,2026-08-16T12:50:03+02:00,2026-08-16T11:50:04+02:00,2026-08-16T12:50:03+02:00,10583,1311,24,0.123878,0.018307,auto headless Playwright
2026-08-16T14:00:00+02:00,2026-08-16,14:00,2026-08-16T13:50:01+02:00,2026-08-16T12:50:03+02:00,2026-08-16T13:50:01+02:00,10642,1316,24,0.123661,0.018237,auto headless Playwright
2026-08-16T15:00:00+02:00,2026-08-16,15:00,2026-08-16T14:50:02+02:00,2026-08-16T13:50:01+02:00,2026-08-16T14:50:02+02:00,10674,1319,24,0.123571,0.018196,auto headless Playwright
2026-08-16T16:00:00+02:00,2026-08-16,16:00,2026-08-16T15:50:05+02:00,2026-08-16T14:50:02+02:00,2026-08-16T15:50:05+02:00,10715,1319,24,0.123098,0.018196,auto headless Playwright
2026-08-16T17:00:00+02:00,2026-08-16,17:00,2026-08-16T16:50:03+02:00,2026-08-16T15:50:05+02:00,2026-08-16T16:50:03+02:00,10747,1320,24,0.122825,0.018182,auto headless Playwright
2026-08-16T18:00:00+02:00,2026-08-16,18:00,2026-08-16T17:50:04+02:00,2026-08-16T16:50:03+02:00,2026-08-16T17:50:04+02:00,10786,1322,25,0.122566,0.018911,auto headless Playwright
2026-08-16T19:00:00+02:00,2026-08-16,19:00,2026-08-16T18:50:04+02:00,2026-08-16T17:50:04+02:00,2026-08-16T18:50:04+02:00,10823,1325,25,0.122424,0.018868,auto headless Playwright
2026-08-16T20:00:00+02:00,2026-08-16,20:00,2026-08-16T19:50:05+02:00,2026-08-16T18:50:04+02:00,2026-08-16T19:50:05+02:00,10860,1330,26,0.122468,0.019549,auto headless Playwright
